,name,class01,class02,city,county,askContent,askLen,askTime,ansOrNot,ansDpt,ansContent,ansLen,ansTime,ansDpt2,ansContent2,ansLen2,ansTime2,scUrl,askCon_cutted,ansCon_cutted,tfidf_askCon_key_word,tfidf_ansCon_key_word
199,温江温泉大道花样年花样城1～4期通地铁吗？,交通,咨询,成都,温江区,你好，请问温江花样年花样城有规划建设地铁站吗？周边居民及医学城人口集中，门口就只有347和W16，上班来的人多，出去上班的人也多。,65,2022-03-07 07:46,1,成都轨道交通集团有限公司,网友您好，您所反映的问题我们已经收悉，并已转交给相关业务部门进行调查研究，感谢您对成都轨道交通事业的理解和支持！,56,2022-03-07 16:29,,,,,https://ly.scol.com.cn//thread?tid=2943757,你好 ， 请问 温江 花样 年 花样 城有 规划 建设 地铁站 吗 ？ 周边 居民 及 医学 城 人口 集中 ， 门口 就 只有 347 和 W16 ， 上班 来 的 人 多 ， 出去 上班 的 人 也 多 。,网友 您好 ， 您 所 反映 的 问题 我们 已经 收悉 ， 并 已 转 交给 相关 业务部门 进行 调查 研究 ， 感谢您 对 成都 轨道交通 事业 的 理解 和 支持 ！,"['花样', '上班', '城有']","['收悉', '感谢您', '业务部门']"
200,简阳市青龙镇政府两年不赔偿,3.15,投诉,成都,简阳市,简阳市青龙镇修路占地不赔偿到位，两年了，现在要老百姓拿出证据来才赔偿，天下竟然有这样不要脸的做法？,49,2022-03-07 07:49,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943758,简阳市 青龙镇 修路 占地 不 赔偿 到位 ， 两年 了 ， 现在 要 老百姓 拿出 证据 来 才 赔偿 ， 天下 竟然 有 这样 不要脸 的 做法 ？,,"['赔偿', '简阳市', '青龙镇']",
201,巴万高速长石互通多久可以开通,交通,咨询,达州,万源市,请问下巴万高速长石互通多久可以开通，每次从成都到万源的竹峪镇都要开很长时间，心想着修了高速可以近一点，结果高速路口不能上下，非得继续绕一圈真心不方便，能否尽快修好收费站,84,2022-03-07 08:08,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943761,请问 下巴 万 高速 长石 互通 多久 可以 开通 ， 每次 从 成都 到 万源 的 竹峪镇 都 要 开 很 长时间 ， 心想 着 修 了 高速 可以 近 一点 ， 结果 高速 路口 不能 上下 ， 非得 继续 绕 一圈 真心 不 方便 ， 能否 尽快 修好 收费站,,"['高速', '万源', '竹峪镇']",
202,苏坡社区九价排名咨询,医疗,咨询,成都,青羊区,你好，我于2022年2月12日06分44秒在苏坡社区订阅的九价，请问我排名在多少位，大概需要多久才能接种？,53,2022-03-07 08:37,1,成都市青羊区卫生健康局,来信人：您好！您所反映的问题，我局高度重视，立即进行调查处理，现将有关情况答复如下：九价HPV由于疫苗数量不能满足所有需求，均需提前预约登记排队，接种门诊工作人员将按照预约的先后顺序及时通知接种。为方便咨询我区九价HPV疫苗预约情况，现将咨询电话公布如下：青羊区九价HPV疫苗预防接种门诊信息表名称地址电话咨询时间段（工作日）青羊区新华少城社区卫生服务中心青羊区万和路7号028-8625612014:30-17:30青羊区太升社区卫生服务中心青羊区太升北路18号附15号191502713238:30-11:30青羊区草市御河社区卫生服务中心青羊区人民中路二段25号028-8651172214:00-16:00青羊区草堂社区卫生服务中心青羊区浣花滨河路29号028-86137959/861379689:00-11:00青羊区汪家社区卫生中心青羊区下汪家拐街21号028-8614868214:00-17:00青羊区府南金沙社区卫生服务中心青羊区锦屏南路18号028-8732878213:00-16:00青羊区光华社区卫生服务中心青羊区青羊大道8号附7号028-873219698:00-11:30青羊区东坡社区卫生服务中心青羊区玉宇路998号028-873336359:00-12:00青羊区苏坡社区卫生服务中心青羊区培风横街133号028-8669627513:30-17:00青羊区文家社区卫生服务中心青羊区文家场文兴南路108号028-87071159转8288:30-11:30青羊区黄田坝成飞社区卫生服务中心青羊区黄田坝纬四路13号028-8745502413:30-17:00根据近几月疫苗到苗情况，建议大家预约多家社区卫生服务中心，以便能更快通知到个人。对此造成的不便敬请谅解!如咨询九价HPV疫苗预防接种技术类问题和接种机构监督问题，可以咨询我区疾控中心028-86638481。成都市青羊区卫生健康局2022年3月7日,822,2022-03-07 17:58,,,,,https://ly.scol.com.cn//thread?tid=2943762,你好 ， 我于 2022 年 2 月 12 日 06 分 44 秒 在 苏坡 社区 订阅 的 九价 ， 请问 我 排名 在 多少 位 ， 大概 需要 多久 才能 接种 ？,来信 人 ： 您好 ！ 您 所 反映 的 问题 ， 我局 高度重视 ， 立即 进行 调查 处理 ， 现将 有关 情况 答复 如下 ： 九价 HPV 由于 疫苗 数量 不能 满足 所有 需求 ， 均 需 提前 预约 登记 排队 ， 接种 门诊 工作人员 将 按照 预约 的 先后顺序 及时 通知 接种 。 为 方便 咨询 我区 九价 HPV 疫苗 预约 情况 ， 现将 咨询电话 公布 如下 ： 青羊区 九价 HPV 疫苗 预防接种 门诊 信息 表 名称 地址 电话 咨询 时间段 （ 工作日 ） 青羊区 新华 少城 社区卫生 服务中心 青羊区 万和路 7 号 028 - 8625612014 : 30 - 17 : 30 青羊区 太升 社区卫生 服务中心 青羊区 太升 北路 18 号 附 15 号 191502713238 : 30 - 11 : 30 青羊区 草市 御河 社区卫生 服务中心 青羊区 人民 中路 二段 25 号 028 - 8651172214 : 00 - 16 : 00 青羊区 草堂 社区卫生 服务中心 青羊区 浣 花 滨河路 29 号 028 - 86137959 / 861379689 : 00 - 11 : 00 青羊区 汪家 社区卫生 中心 青羊区 下 汪家 拐街 21 号 028 - 8614868214 : 00 - 17 : 00 青羊区 府南 金沙 社区卫生 服务中心 青羊区 锦屏 南路 18 号 028 - 8732878213 : 00 - 16 : 00 青羊区 光华 社区卫生 服务中心 青羊区 青羊 大道 8 号 附 7 号 028 - 873219698 : 00 - 11 : 30 青羊区 东坡 社区卫生 服务中心 青羊区 玉宇 路 998 号 028 - 873336359 : 00 - 12 : 00 青羊区 苏坡 社区卫生 服务中心 青羊区 培风 横街 133 号 028 - 8669627513 : 30 - 17 : 00 青羊区 文家 社区卫生 服务中心 青羊区 文家 场文兴 南路 108 号 028 - 87071159 转 8288 : 30 - 11 : 30 青羊区 黄田坝 成飞 社区卫生 服务中心 青羊区 黄田坝纬 四路 13 号 028 - 8745502413 : 30 - 17 : 00 根据 近 几月 疫苗 到苗 情况 ， 建议 大家 预约 多家 社区卫生 服务中心 ， 以便 能 更 快 通知 到 个人 。 对此 造成 的 不便 敬请 谅解 ! 如 咨询 九价 HPV 疫苗 预防接种 技术类 问题 和 接种 机构 监督 问题 ， 可以 咨询 我区 疾控中心 028 - 86638481 。 成都市 青羊区 卫生 健康 局 2022 年 3 月 7 日,"['我于', '2022', '12']","['青羊区', '00', '028']"
203,温江南江路城市界面合适更新和爱家时代名城项目,城建,咨询,成都,温江区,南京路旁边的龙堰市场和五牛印务是否有土地出让计划？南江路和柳林路周边城市界面环境差，附近新盘均宣传该片区为低密生态住宅区，但附近区域有较多荒废工厂，是否有整体拆迁计划，另该片区的开发计划是多久呢？孔雀城对面新开的爱家时代名城项目多久开盘呢？,120,2022-03-07 08:44,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943763,南京路 旁边 的 龙堰 市场 和 五牛 印务 是否 有 土地出让 计划 ？ 南江 路 和 柳林 路 周边城市 界面 环境 差 ， 附近 新盘 均 宣传 该片 区为 低密 生态 住宅区 ， 但 附近 区域 有 较 多 荒废 工厂 ， 是否 有 整体 拆迁 计划 ， 另 该片 区 的 开发计划 是 多久 呢 ？ 孔雀 城 对面 新开 的 爱家 时代 名城 项目 多久 开盘 呢 ？,,"['该片', '多久', '南江']",
204,栖谷西路淮州新城投资集团后门口，消防栓漏水,城建,建言,成都,金堂县,栖谷西路淮州新城投资集团后门口，消防栓漏水较长时间。从小受的教育，都是水资源宝贵，请爱护每一滴水资源，别白白浪费了。,58,2022-03-07 09:10,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943766,栖谷 西路 淮州 新城 投资 集团 后 门口 ， 消防栓 漏水 较长时间 。 从小 受 的 教育 ， 都 是 水资源 宝贵 ， 请 爱护 每 一滴 水资源 ， 别 白白浪费 了 。,,"['水资源', '消防栓', '栖谷']",
205,渠县三汇镇村民私自建房修路占用耕地,三农,投诉,达州,渠县,尊敬的领导您好：渠县三汇镇汇东乡土城村四组村民，现隶属三汇镇文家村村委会管辖。村民（父）曾**、（子）曾**在原有房屋后占用耕地修建房屋，修建房屋期间为运输建筑材料，占用他人耕地、损毁竹林、砍伐果树推修道路，因新修道路地势较高，当地雨水季节会给他人房屋造成极大的安全隐患，多次沟通协调要求恢复原状无果。现恳请领导查询：1、在原房屋完好情况下，是否可以占用耕地新修住房，是否符合一户一宅；2、私自占用他人耕地、损毁竹林、砍伐果树推修道路是否合法；3、新修道路威胁他人房屋安全是否应该恢复。,243,2022-03-07 09:14,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943768,尊敬 的 领导 您好 ： 渠县 三汇 镇汇 东乡 土城 村 四组 村民 ， 现 隶属 三汇 镇文 家村 村委会 管辖 。 村民 （ 父 ） 曾 * * 、 （ 子 ） 曾 * * 在 原有 房屋 后 占用 耕地 修建 房屋 ， 修建 房屋 期间 为 运输 建筑材料 ， 占用 他人 耕地 、 损毁 竹林 、 砍伐 果树 推修 道路 ， 因新修 道路 地势 较 高 ， 当地 雨水 季节 会 给 他人 房屋 造成 极大 的 安全隐患 ， 多次 沟通 协调 要求 恢复原状 无果 。 现 恳请 领导 查询 ： 1 、 在 原 房屋 完好 情况 下 ， 是否 可以 占用 耕地 新修 住房 ， 是否 符合 一户 一宅 ； 2 、 私自 占用 他人 耕地 、 损毁 竹林 、 砍伐 果树 推修 道路 是否 合法 ； 3 、 新修 道路 威胁 他人 房屋 安全 是否 应该 恢复 。,,"['房屋', '占用', '耕地']",
206,光明蓉府电梯不正常快速下降问题,其他,投诉,成都,双流区,领导您好，光明蓉府楼栋电梯存在不正常快速下降问题，危及人身安全，存在极大安全隐患，请相关部门督促开发商整改，更改,56,2022-03-07 09:22,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943769,领导 您好 ， 光明 蓉府 楼栋 电梯 存在 不 正常 快速 下降 问题 ， 危及 人身安全 ， 存在 极大 安全隐患 ， 请 相关 部门 督促 开发商 整改 ， 更改,,"['楼栋', '蓉府', '人身安全']",
207,关于买新房落户，小孩读书的问题咨询,教育,咨询,成都,锦江区,本人于近期购买了锦江区狮子山地铁站附近的新房，但是新房估计2023年10月份交房，小孩2023年5月份即将办理小学入学手续，请问能否在交房落户前办理对应学区小学的入学办理？,86,2022-03-07 09:39,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943770,本人 于 近期 购买 了 锦江区 狮子山 地铁站 附近 的 新房 ， 但是 新房 估计 2023 年 10 月份 交房 ， 小孩 2023 年 5 月份 即将 办理 小学 入学 手续 ， 请问 能否 在 交房 落户 前 办理 对应 学区 小学 的 入学 办理 ？,,"['2023', '办理', '交房']",
208,很多路口没交通信号灯,交通,求助,德阳,中江县,第一次去中江县，发现好多路口没有信号灯，一来就出现交通事故，现在对方想耍赖不理赔，请求帮助。,46,2022-03-07 09:45,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943771,第一次 去 中江县 ， 发现 好多 路口 没有 信号灯 ， 一来 就 出现 交通事故 ， 现在 对方 想 耍赖 不 理赔 ， 请求 帮助 。,,"['中江县', '耍赖', '信号灯']",
209,医保提示有多个基本信息，请联系管理员处理,医疗,咨询,成都,市长王凤朝,医保电子平台显示本人有多个基本信息，请联系管理员处理，本人社保属于成都市本级，在龙泉医保窗口询问得知，我的身份证下有2个名字，正确的为成都的，错误的为绵阳上学时，不知道谁把我的姓名录错，回复我龙泉医保无权处理。现电子医保卡无法正常使用，打了12333/12345/回复打后面两个咨询87700122/87702813，但电话一直是您拨打的用户忙，现想知道如何处理我的问题。,186,2022-03-07 09:49,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943772,医保 电子 平台 显示 本人 有 多个 基本 信息 ， 请 联系 管理员 处理 ， 本人 社保 属于 成都市 本级 ， 在 龙泉 医保 窗口 询问 得知 ， 我 的 身份证 下有 2 个 名字 ， 正确 的 为 成都 的 ， 错误 的 为 绵阳 上学时 ， 不 知道 谁 把 我 的 姓名 录错 ， 回复 我 龙泉 医保 无权 处理 。 现 电子 医保卡 无法 正常 使用 ， 打 了 12333 / 12345 / 回复 打 后面 两个 咨询 87700122 / 87702813 ， 但 电话 一直 是 您 拨打 的 用户 忙 ， 现想 知道 如何 处理 我 的 问题 。,,"['医保', '龙泉', '处理']",
210,新津天府兰台四期臻园虚假宣传销售，欺骗消费者,城建,投诉,成都,市长王凤朝,新津领地开发商虚假宣传，小区环境与宣传完全不符！买的时候承诺，小区环境会一比一还原。可到了实际交房时，呈现的园林景观与宣传时严重不符和。承诺的亭台走廊，入户大堂软装等，全都没有，而且室内装修质量太差跟样板间不符合！！请求上级部门督促市场监管局就领地天府兰台四期臻园虚假宣传销售一事，本着公平公正的原则，积极开展调查，还广大受骗的消费者一个公道！！,173,2022-03-07 09:57,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943774,新津 领地 开发商 虚假 宣传 ， 小区 环境 与 宣传 完全 不符 ！ 买 的 时候 承诺 ， 小区 环境 会 一比 一 还原 。 可到 了 实际 交房 时 ， 呈现 的 园林景观 与 宣传 时 严重 不符 和 。 承诺 的 亭台 走廊 ， 入户 大堂 软装 等 ， 全都 没有 ， 而且 室内 装修 质量 太差 跟 样板间 不 符合 ！ ！ 请求 上级部门 督促 市场 监管局 就 领地 天府 兰台 四期 臻 园 虚假 宣传 销售 一事 ， 本着 公平 公正 的 原则 ， 积极 开展调查 ， 还 广大 受骗 的 消费者 一个 公道 ！ ！,,"['宣传', '不符', '领地']",
211,请问领导，万盛附近及周边未来会有规划么？,教育,咨询,成都,温江区,最近看到万盛区域的万盛tod项目很火爆，但是那个地段说实话是有些远，而且周边还有工厂厂房等。请问领导未来该地段或延伸地段会有规划嘛？,66,2022-03-07 09:57,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943776,最近 看到 万盛 区域 的 万盛 tod 项目 很 火爆 ， 但是 那个 地段 说实话 是 有些 远 ， 而且 周边 还有 工厂 厂房 等 。 请问 领导 未来 该 地段 或 延伸 地段 会 有 规划 嘛 ？,,"['万盛', '地段', 'tod']",
212,成都龙泉驿区洪安镇社区卫生服务中心九价排队,医疗,求助,成都,龙泉驿区,您好，我想请问一下龙泉驿区洪安镇社区卫生院九价疫苗什么时候到呢？通知时间大概多少号呢？我在2022年2月22号早上8点0分30秒订阅的九价，请问现在排队是多少号呢？（马上到26岁了，比较着急，不知道是该等待还是放弃，谢谢）,111,2022-03-07 09:59,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943777,您好 ， 我 想 请问 一下 龙泉驿区 洪安镇 社区 卫生院 九价 疫苗 什么 时候 到 呢 ？ 通知 时间 大概 多少 号 呢 ？ 我 在 2022 年 2 月 22 号 早上 8 点 0 分 30 秒 订阅 的 九价 ， 请问 现在 排队 是 多少 号 呢 ？ （ 马上 到 26 岁 了 ， 比较 着急 ， 不 知道 是 该 等待 还是 放弃 ， 谢谢 ）,,"['九价', '请问', '龙泉驿区']",
213,关于苍溪县公路户户通政策的咨询,交通,咨询,广元,苍溪县,您好，想咨询一下，2022年苍溪县有没有乡村公路户户通的政策，如果有什么时候开始实施；贫困户未脱贫，以前的土建老屋未修建新房，且家里有一位80岁的多病老人尚在居住，交通非常不便的情况下是否可以向政府申请补助浇灌水泥路？,109,2022-03-07 10:02,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943778,您好 ， 想 咨询 一下 ， 2022 年 苍溪县 有没有 乡村 公路 户户 通 的 政策 ， 如果 有 什么 时候 开始 实施 ； 贫困户 未 脱贫 ， 以前 的 土建 老屋 未 修建 新房 ， 且 家里 有 一位 80 岁 的 多病 老人 尚 在 居住 ， 交通 非常 不便 的 情况 下 是否 可以 向 政府 申请 补助 浇灌 水泥路 ？,,"['水泥路', '2022', '苍溪县']",
214,九价,医疗,咨询,成都,青羊区,我于2022.1.7号上午11:48:10订阅的成都青羊区新华少城社区的九价，请问一下我前面还有多少个人呀,53,2022-03-07 10:14,1,成都市青羊区卫生健康局,来信人：您好！您所反映的问题，我局高度重视，立即进行调查处理，现将有关情况答复如下：九价HPV由于疫苗数量不能满足所有需求，均需提前预约登记排队，接种门诊工作人员将按照预约的先后顺序及时通知接种。为方便咨询我区九价HPV疫苗预约情况，现将咨询电话公布如下：青羊区九价HPV疫苗预防接种门诊信息表名称地址电话咨询时间段（工作日）青羊区新华少城社区卫生服务中心青羊区万和路7号028-8625612014:30-17:30青羊区太升社区卫生服务中心青羊区太升北路18号附15号191502713238:30-11:30青羊区草市御河社区卫生服务中心青羊区人民中路二段25号028-8651172214:00-16:00青羊区草堂社区卫生服务中心青羊区浣花滨河路29号028-86137959/861379689:00-11:00青羊区汪家社区卫生中心青羊区下汪家拐街21号028-8614868214:00-17:00青羊区府南金沙社区卫生服务中心青羊区锦屏南路18号028-8732878213:00-16:00青羊区光华社区卫生服务中心青羊区青羊大道8号附7号028-873219698:00-11:30青羊区东坡社区卫生服务中心青羊区玉宇路998号028-873336359:00-12:00青羊区苏坡社区卫生服务中心青羊区培风横街133号028-8669627513:30-17:00青羊区文家社区卫生服务中心青羊区文家场文兴南路108号028-87071159转8288:30-11:30青羊区黄田坝成飞社区卫生服务中心青羊区黄田坝纬四路13号028-8745502413:30-17:00根据近几月疫苗到苗情况，建议大家预约多家社区卫生服务中心，以便能更快通知到个人。对此造成的不便敬请谅解!如咨询九价HPV疫苗预防接种技术类问题和接种机构监督问题，可以咨询我区疾控中心028-86638481。成都市青羊区卫生健康局2022年3月7日,822,2022-03-07 17:58,,,,,https://ly.scol.com.cn//thread?tid=2943783,我于 2022.1 . 7 号 上午 11 : 48 : 10 订阅 的 成都 青羊区 新华 少城 社区 的 九价 ， 请问 一下 我 前面 还有 多少 个人 呀,来信 人 ： 您好 ！ 您 所 反映 的 问题 ， 我局 高度重视 ， 立即 进行 调查 处理 ， 现将 有关 情况 答复 如下 ： 九价 HPV 由于 疫苗 数量 不能 满足 所有 需求 ， 均 需 提前 预约 登记 排队 ， 接种 门诊 工作人员 将 按照 预约 的 先后顺序 及时 通知 接种 。 为 方便 咨询 我区 九价 HPV 疫苗 预约 情况 ， 现将 咨询电话 公布 如下 ： 青羊区 九价 HPV 疫苗 预防接种 门诊 信息 表 名称 地址 电话 咨询 时间段 （ 工作日 ） 青羊区 新华 少城 社区卫生 服务中心 青羊区 万和路 7 号 028 - 8625612014 : 30 - 17 : 30 青羊区 太升 社区卫生 服务中心 青羊区 太升 北路 18 号 附 15 号 191502713238 : 30 - 11 : 30 青羊区 草市 御河 社区卫生 服务中心 青羊区 人民 中路 二段 25 号 028 - 8651172214 : 00 - 16 : 00 青羊区 草堂 社区卫生 服务中心 青羊区 浣 花 滨河路 29 号 028 - 86137959 / 861379689 : 00 - 11 : 00 青羊区 汪家 社区卫生 中心 青羊区 下 汪家 拐街 21 号 028 - 8614868214 : 00 - 17 : 00 青羊区 府南 金沙 社区卫生 服务中心 青羊区 锦屏 南路 18 号 028 - 8732878213 : 00 - 16 : 00 青羊区 光华 社区卫生 服务中心 青羊区 青羊 大道 8 号 附 7 号 028 - 873219698 : 00 - 11 : 30 青羊区 东坡 社区卫生 服务中心 青羊区 玉宇 路 998 号 028 - 873336359 : 00 - 12 : 00 青羊区 苏坡 社区卫生 服务中心 青羊区 培风 横街 133 号 028 - 8669627513 : 30 - 17 : 00 青羊区 文家 社区卫生 服务中心 青羊区 文家 场文兴 南路 108 号 028 - 87071159 转 8288 : 30 - 11 : 30 青羊区 黄田坝 成飞 社区卫生 服务中心 青羊区 黄田坝纬 四路 13 号 028 - 8745502413 : 30 - 17 : 00 根据 近 几月 疫苗 到苗 情况 ， 建议 大家 预约 多家 社区卫生 服务中心 ， 以便 能 更 快 通知 到 个人 。 对此 造成 的 不便 敬请 谅解 ! 如 咨询 九价 HPV 疫苗 预防接种 技术类 问题 和 接种 机构 监督 问题 ， 可以 咨询 我区 疾控中心 028 - 86638481 。 成都市 青羊区 卫生 健康 局 2022 年 3 月 7 日,"['少城', '我于', '2022.1']","['青羊区', '00', '028']"
215,蜀镇二期换水表后水费太不正常了,其他,投诉,成都,市长王凤朝,我家的自来水水表自从换了后每个月扣费快得很！以前一百块钱要有3个月左右，换了水表一个月七八十块都不够，是不是自来水水表太灵敏了！而且一月份二月份我们都回老家了！,80,2022-03-07 10:19,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943786,我家 的 自来水 水表 自从 换 了 后 每个 月 扣费 快 得 很 ！ 以前 一百块 钱要 有 3 个 月 左右 ， 换 了 水表 一个月 七八十 块 都 不够 ， 是不是 自来水 水表 太 灵敏 了 ！ 而且 一月份 二月份 我们 都 回老家 了 ！,,"['水表', '自来水', '二月份']",
216,身份证进度,其他,求助,成都,大邑县,身份证制证成功要一个星期了一直不下发急用来应该修改银行卡信息当时用的临时身份证所以必须要用正式身份证修改银行信息,56,2022-03-07 10:19,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943785,身份证 制证 成功 要 一个 星期 了 一直 不下 发急 用来 应该 修改 银行卡 信息 当时 用 的 临时 身份证 所以 必须 要 用 正式 身份证 修改 银行 信息,,"['身份证', '修改', '制证']",
217,眉山视高至成都科学城的T50何时复运？,交通,咨询,眉山,市委书记胡元坤,请问跨城公交T50何时恢复营运，已经停运2周了，最近通勤被迫无奈全部都在乘坐非法营运车辆，目前成都疫情已近平稳状态，还请领导关注民生交通便利，尽快恢复营运。,78,2022-03-07 10:21,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943787,请问 跨城 公交 T50 何时 恢复 营运 ， 已经 停运 2 周 了 ， 最近 通勤 被迫 无奈 全部 都 在 乘坐 非法 营运 车辆 ， 目前 成都 疫情 已近 平稳 状态 ， 还 请 领导 关注 民生 交通 便利 ， 尽快恢复 营运 。,,"['营运', '通勤', '跨城']",
218,离退休教职工无住房，是否有购房租房优惠政策,其他,咨询,成都,邛崃市,,0,2022-03-07 10:23,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943788,,,,
219,【无房证明】成都数字房产网上政务大厅无法访问,其他,求助,成都,锦江区,你好，办理本科及以上学历入户申请过程中，需要提交“无房证明”，而“,33,2022-03-07 10:26,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943790,你好 ， 办理 本科 及 以上学历 入户 申请 过程 中 ， 需要 提交 “ 无房 证明 ” ， 而 “,,"['无房', '以上学历', '入户']",
220,四川领导您们好！咨询拆迁问题，川建路开道咨询,拆迁,咨询,成都,金牛区,曾敬的领导您们好！关于金牛区量力钢材城D区特3栋这块是否拆迁，在什么时候，因我们是这里的小堆场736平方商家，由于2022.3.14.号到期，关于拆迁问题和租金上涨，这对我们来说是个关键时刻，望领导给我们一个落实时间，我们也好做安排。,117,2022-03-07 10:26,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943789,曾敬 的 领导 您们好 ！ 关于 金牛区 量力 钢材 城 D 区特 3 栋 这块 是否 拆迁 ， 在 什么 时候 ， 因 我们 是 这里 的 小 堆场 736 平方 商家 ， 由于 2022.3 . 14 . 号 到期 ， 关于 拆迁 问题 和 租金 上涨 ， 这 对 我们 来说 是 个 关键时刻 ， 望 领导 给 我们 一个 落实 时间 ， 我们 也好 做 安排 。,,"['拆迁', '我们', '量力']",
221,孩子就读绵阳三江实验学校问题咨询,教育,咨询,绵阳,涪城区,尊敬的领导：您好！我想咨询孩子9月就读三江实验学校需具备哪些条件呢？我们购房在海赋长兴一期，我们夫妻俩的社保在涪城区。我的户口在海赋长兴一期，我们从2016年起居住在这里，但孩子户口在达州，3月7日我才给孩子办居住证，请问能否报读这个学校呢,120,2022-03-07 10:27,1,绵阳经开区新闻发言人,网友：您好！您所反映的问题我们已转区社发局调查处理并回复，敬请等待！,34,2022-03-07 15:23,,,,,https://ly.scol.com.cn//thread?tid=2943791,尊敬 的 领导 ： 您好 ！ 我 想 咨询 孩子 9 月 就读 三江 实验学校 需 具备 哪些 条件 呢 ？ 我们 购房 在 海赋 长兴 一期 ， 我们 夫妻俩 的 社保 在 涪城区 。 我 的 户口 在 海赋 长兴 一期 ， 我们 从 2016 年 起 居住 在 这里 ， 但 孩子 户口 在 达州 ， 3 月 7 日 我 才 给 孩子 办 居住证 ， 请问 能否 报读 这个 学校 呢,网友 ： 您好 ！ 您 所 反映 的 问题 我们 已 转区 社发局 调查 处理 并 回复 ， 敬请 等待 ！,"['海赋', '长兴', '户口']","['转区', '社发局', '您好']"
222,成都地铁一号线是否从科学城向南延伸两站的问题,交通,咨询,成都,市长王凤朝,成都地铁1号线是否有规划从科学城向南延伸两站，现在具体情况怎么样呢？是否会纳入,39,2022-03-07 10:29,1,成都轨道交通集团有限公司,网友您好，您所反映的问题我们已经收悉，并已转交给相关业务部门进行调查研究，感谢您对成都轨道交通事业的理解和支持！,56,2022-03-07 16:19,,,,,https://ly.scol.com.cn//thread?tid=2943792,成都 地铁 1 号线 是否 有 规划 从 科学城 向南 延伸 两站 ， 现在 具体情况 怎么样 呢 ？ 是否 会 纳入,网友 您好 ， 您 所 反映 的 问题 我们 已经 收悉 ， 并 已 转 交给 相关 业务部门 进行 调查 研究 ， 感谢您 对 成都 轨道交通 事业 的 理解 和 支持 ！,"['号线', '两站', '科学城']","['收悉', '感谢您', '业务部门']"
223,四川信优达电子商务有限公司公司欺骗消费者,其他,投诉,达州,通川区,四川信优达电子商务有限公司，承诺保证快速回本诱导消创业者，收取高额手续费，实际教学方式极差，缴费前说是有自己的生产厂家，缴费后实则是利用抖音平台的高流量，高价转卖拼多多，淘宝等平台的商品，欺骗消费者！,100,2022-03-07 10:37,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943793,四川 信优达 电子商务 有限公司 ， 承诺 保证 快速 回 本 诱导 消 创业者 ， 收取 高额 手续费 ， 实际 教学方式 极差 ， 缴费 前 说 是 有 自己 的 生产厂家 ， 缴费 后 实则 是 利用 抖音 平台 的 高 流量 ， 高价 转卖 拼 多多 ， 淘宝 等 平台 的 商品 ， 欺骗 消费者 ！,,"['缴费', '教学方式', '平台']",
224,成华区嘉祥和玖阙府东北侧道路好久开始建设,城建,咨询,成都,市长王凤朝,成都成华区嘉祥和玖阙府东北侧道路好久开始建设？嘉祥已经投入使用了，玖阙府也交付入住一年左右。现在这条路依旧没有消息和迹象。车辆出入小区只能依靠零时小道，严重影响居民出行，同时也对城市形象造成伤害。请政府能够关注并有所行动，方便附近居民同时也能改变周边环境。,128,2022-03-07 10:37,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2943794,成都 成华区 嘉祥 和 玖 阙府 东北侧 道路 好久 开始 建设 ？ 嘉祥 已经 投入使用 了 ， 玖 阙府 也 交付 入住 一年 左右 。 现在 这条 路 依旧 没有 消息 和 迹象 。 车辆 出入 小区 只能 依靠 零时 小道 ， 严重 影响 居民 出行 ， 同时 也 对 城市形象 造成 伤害 。 请 政府 能够 关注 并 有所 行动 ， 方便 附近 居民 同时 也 能 改变 周边环境 。,,"['阙府', '嘉祥', '成华区']",
